20151114075553,10.20.18.3,46920,1.1.1.34,5001,3,60.0-61.0,54263808,434110464
20151114075554,10.20.18.3,46920,1.1.1.34,5001,3,61.0-62.0,51249152,409993216
20151114075555,10.20.18.3,46920,1.1.1.34,5001,3,62.0-63.0,50462720,403701760
20151114075556,10.20.18.3,46920,1.1.1.34,5001,3,63.0-64.0,49283072,394264576
20151114075557,10.20.18.3,46920,1.1.1.34,5001,3,64.0-65.0,46923776,375390208
20151114075558,10.20.18.3,46920,1.1.1.34,5001,3,65.0-66.0,54394880,435159040
20151114075559,10.20.18.3,46920,1.1.1.34,5001,3,66.0-67.0,48103424,384827392
20151114075600,10.20.18.3,46920,1.1.1.34,5001,3,67.0-68.0,50069504,400556032
20151114075601,10.20.18.3,46920,1.1.1.34,5001,3,68.0-69.0,58327040,466616320
20151114075602,10.20.18.3,46920,1.1.1.34,5001,3,69.0-70.0,63963136,511705088
20151114075603,10.20.18.3,46920,1.1.1.34,5001,3,70.0-71.0,58327040,466616320
20151114075604,10.20.18.3,46920,1.1.1.34,5001,3,71.0-72.0,46923776,375390208
20151114075605,10.20.18.3,46920,1.1.1.34,5001,3,72.0-73.0,42860544,342884352
20151114075606,10.20.18.3,46920,1.1.1.34,5001,3,73.0-74.0,48627712,389021696
20151114075607,10.20.18.3,46920,1.1.1.34,5001,3,74.0-75.0,50593792,404750336
20151114075608,10.20.18.3,46920,1.1.1.34,5001,3,75.0-76.0,50069504,400556032
20151114075609,10.20.18.3,46920,1.1.1.34,5001,3,76.0-77.0,57147392,457179136
20151114075610,10.20.18.3,46920,1.1.1.34,5001,3,77.0-78.0,52297728,418381824
20151114075611,10.20.18.3,46920,1.1.1.34,5001,3,78.0-79.0,51511296,412090368
20151114075612,10.20.18.3,46920,1.1.1.34,5001,3,79.0-80.0,54657024,437256192
20151114075613,10.20.18.3,46920,1.1.1.34,5001,3,80.0-81.0,55050240,440401920
20151114075614,10.20.18.3,46920,1.1.1.34,5001,3,81.0-82.0,51642368,413138944
20151114075615,10.20.18.3,46920,1.1.1.34,5001,3,82.0-83.0,53739520,429916160
20151114075616,10.20.18.3,46920,1.1.1.34,5001,3,83.0-84.0,52690944,421527552
20151114075617,10.20.18.3,46920,1.1.1.34,5001,3,84.0-85.0,53870592,430964736
20151114075618,10.20.18.3,46920,1.1.1.34,5001,3,85.0-86.0,51904512,415236096
20151114075619,10.20.18.3,46920,1.1.1.34,5001,3,86.0-87.0,50331648,402653184
20151114075620,10.20.18.3,46920,1.1.1.34,5001,3,87.0-88.0,53084160,424673280
20151114075621,10.20.18.3,46920,1.1.1.34,5001,3,88.0-89.0,49283072,394264576
20151114075622,10.20.18.3,46920,1.1.1.34,5001,3,89.0-90.0,46923776,375390208
20151114075623,10.20.18.3,46920,1.1.1.34,5001,3,90.0-91.0,45481984,363855872
20151114075624,10.20.18.3,46920,1.1.1.34,5001,3,91.0-92.0,51511296,412090368
20151114075625,10.20.18.3,46920,1.1.1.34,5001,3,92.0-93.0,51773440,414187520
20151114075626,10.20.18.3,46920,1.1.1.34,5001,3,93.0-94.0,54657024,437256192
20151114075627,10.20.18.3,46920,1.1.1.34,5001,3,94.0-95.0,48758784,390070272
20151114075628,10.20.18.3,46920,1.1.1.34,5001,3,95.0-96.0,48758784,390070272
20151114075629,10.20.18.3,46920,1.1.1.34,5001,3,96.0-97.0,48889856,391118848
20151114075630,10.20.18.3,46920,1.1.1.34,5001,3,97.0-98.0,47448064,379584512
20151114075631,10.20.18.3,46920,1.1.1.34,5001,3,98.0-99.0,56229888,449839104
20151114075632,10.20.18.3,46920,1.1.1.34,5001,3,99.0-100.0,58458112,467664896
20151114075633,10.20.18.3,46920,1.1.1.34,5001,3,100.0-101.0,53346304,426770432
20151114075634,10.20.18.3,46920,1.1.1.34,5001,3,101.0-102.0,54657024,437256192
20151114075635,10.20.18.3,46920,1.1.1.34,5001,3,102.0-103.0,47316992,378535936
20151114075636,10.20.18.3,46920,1.1.1.34,5001,3,103.0-104.0,53346304,426770432
20151114075637,10.20.18.3,46920,1.1.1.34,5001,3,104.0-105.0,53084160,424673280
20151114075638,10.20.18.3,46920,1.1.1.34,5001,3,105.0-106.0,49020928,392167424
20151114075639,10.20.18.3,46920,1.1.1.34,5001,3,106.0-107.0,43646976,349175808
20151114075640,10.20.18.3,46920,1.1.1.34,5001,3,107.0-108.0,49676288,397410304
20151114075641,10.20.18.3,46920,1.1.1.34,5001,3,108.0-109.0,45613056,364904448
20151114075642,10.20.18.3,46920,1.1.1.34,5001,3,109.0-110.0,51511296,412090368
20151114075643,10.20.18.3,46920,1.1.1.34,5001,3,110.0-111.0,51642368,413138944
20151114075644,10.20.18.3,46920,1.1.1.34,5001,3,111.0-112.0,57147392,457179136
20151114075645,10.20.18.3,46920,1.1.1.34,5001,3,112.0-113.0,56360960,450887680
20151114075646,10.20.18.3,46920,1.1.1.34,5001,3,113.0-114.0,55574528,444596224
20151114075647,10.20.18.3,46920,1.1.1.34,5001,3,114.0-115.0,63176704,505413632
20151114075648,10.20.18.3,46920,1.1.1.34,5001,3,115.0-116.0,76677120,613416960
20151114075649,10.20.18.3,46920,1.1.1.34,5001,3,116.0-117.0,87162880,697303040
20151114075650,10.20.18.3,46920,1.1.1.34,5001,3,117.0-118.0,128581632,1028653056
20151114075651,10.20.18.3,46920,1.1.1.34,5001,3,118.0-119.0,189399040,1515192320
20151114075652,10.20.18.3,46920,1.1.1.34,5001,3,119.0-120.0,333709312,2669674496
20151114075652,10.20.18.3,46920,1.1.1.34,5001,3,0.0-120.0,6571032576,438064994
