20151109133531,1.1.1.22,54635,1.1.4.12,5001,3,0.0-1.0,928120832,7424966656
20151109133532,1.1.1.22,54635,1.1.4.12,5001,3,1.0-2.0,991166464,7929331712
20151109133533,1.1.1.22,54635,1.1.4.12,5001,3,2.0-3.0,995098624,7960788992
20151109133534,1.1.1.22,54635,1.1.4.12,5001,3,3.0-4.0,1004929024,8039432192
20151109133535,1.1.1.22,54635,1.1.4.12,5001,3,4.0-5.0,983695360,7869562880
20151109133536,1.1.1.22,54635,1.1.4.12,5001,3,5.0-6.0,988151808,7905214464
20151109133537,1.1.1.22,54635,1.1.4.12,5001,3,6.0-7.0,1010565120,8084520960
20151109133538,1.1.1.22,54635,1.1.4.12,5001,3,7.0-8.0,982777856,7862222848
20151109133539,1.1.1.22,54635,1.1.4.12,5001,3,8.0-9.0,990511104,7924088832
20151109133540,1.1.1.22,54635,1.1.4.12,5001,3,9.0-10.0,976224256,7809794048
20151109133541,1.1.1.22,54635,1.1.4.12,5001,3,10.0-11.0,992083968,7936671744
20151109133542,1.1.1.22,54635,1.1.4.12,5001,3,11.0-12.0,977403904,7819231232
20151109133543,1.1.1.22,54635,1.1.4.12,5001,3,12.0-13.0,1019478016,8155824128
20151109133544,1.1.1.22,54635,1.1.4.12,5001,3,13.0-14.0,990248960,7921991680
20151109133545,1.1.1.22,54635,1.1.4.12,5001,3,14.0-15.0,997326848,7978614784
20151109133546,1.1.1.22,54635,1.1.4.12,5001,3,15.0-16.0,1007288320,8058306560
20151109133547,1.1.1.22,54635,1.1.4.12,5001,3,16.0-17.0,1000079360,8000634880
20151109133548,1.1.1.22,54635,1.1.4.12,5001,3,17.0-18.0,991297536,7930380288
20151109133549,1.1.1.22,54635,1.1.4.12,5001,3,18.0-19.0,1003094016,8024752128
20151109133550,1.1.1.22,54635,1.1.4.12,5001,3,19.0-20.0,992870400,7942963200
20151109133551,1.1.1.22,54635,1.1.4.12,5001,3,20.0-21.0,990117888,7920943104
20151109133552,1.1.1.22,54635,1.1.4.12,5001,3,21.0-22.0,988938240,7911505920
20151109133553,1.1.1.22,54635,1.1.4.12,5001,3,22.0-23.0,985661440,7885291520
20151109133554,1.1.1.22,54635,1.1.4.12,5001,3,23.0-24.0,1003880448,8031043584
20151109133555,1.1.1.22,54635,1.1.4.12,5001,3,24.0-25.0,987234304,7897874432
20151109133556,1.1.1.22,54635,1.1.4.12,5001,3,25.0-26.0,983564288,7868514304
20151109133557,1.1.1.22,54635,1.1.4.12,5001,3,26.0-27.0,985792512,7886340096
20151109133558,1.1.1.22,54635,1.1.4.12,5001,3,27.0-28.0,992346112,7938768896
20151109133559,1.1.1.22,54635,1.1.4.12,5001,3,28.0-29.0,1003225088,8025800704
20151109133600,1.1.1.22,54635,1.1.4.12,5001,3,29.0-30.0,984219648,7873757184
20151109133601,1.1.1.22,54635,1.1.4.12,5001,3,30.0-31.0,984219648,7873757184
20151109133602,1.1.1.22,54635,1.1.4.12,5001,3,31.0-32.0,985399296,7883194368
20151109133603,1.1.1.22,54635,1.1.4.12,5001,3,32.0-33.0,995229696,7961837568
20151109133604,1.1.1.22,54635,1.1.4.12,5001,3,33.0-34.0,985923584,7887388672
20151109133605,1.1.1.22,54635,1.1.4.12,5001,3,34.0-35.0,997588992,7980711936
20151109133606,1.1.1.22,54635,1.1.4.12,5001,3,35.0-36.0,1002831872,8022654976
20151109133607,1.1.1.22,54635,1.1.4.12,5001,3,36.0-37.0,1005453312,8043626496
20151109133608,1.1.1.22,54635,1.1.4.12,5001,3,37.0-38.0,1005846528,8046772224
20151109133609,1.1.1.22,54635,1.1.4.12,5001,3,38.0-39.0,1003487232,8027897856
20151109133610,1.1.1.22,54635,1.1.4.12,5001,3,39.0-40.0,992215040,7937720320
20151109133611,1.1.1.22,54635,1.1.4.12,5001,3,40.0-41.0,998506496,7988051968
20151109133612,1.1.1.22,54635,1.1.4.12,5001,3,41.0-42.0,993787904,7950303232
20151109133613,1.1.1.22,54635,1.1.4.12,5001,3,42.0-43.0,1005584384,8044675072
20151109133614,1.1.1.22,54635,1.1.4.12,5001,3,43.0-44.0,1002700800,8021606400
20151109133615,1.1.1.22,54635,1.1.4.12,5001,3,44.0-45.0,996540416,7972323328
20151109133616,1.1.1.22,54635,1.1.4.12,5001,3,45.0-46.0,994574336,7956594688
20151109133617,1.1.1.22,54635,1.1.4.12,5001,3,46.0-47.0,1001521152,8012169216
20151109133618,1.1.1.22,54635,1.1.4.12,5001,3,47.0-48.0,993787904,7950303232
20151109133619,1.1.1.22,54635,1.1.4.12,5001,3,48.0-49.0,983957504,7871660032
20151109133620,1.1.1.22,54635,1.1.4.12,5001,3,49.0-50.0,997588992,7980711936
20151109133621,1.1.1.22,54635,1.1.4.12,5001,3,50.0-51.0,1002176512,8017412096
20151109133622,1.1.1.22,54635,1.1.4.12,5001,3,51.0-52.0,996540416,7972323328
20151109133623,1.1.1.22,54635,1.1.4.12,5001,3,52.0-53.0,1004011520,8032092160
20151109133624,1.1.1.22,54635,1.1.4.12,5001,3,53.0-54.0,1004929024,8039432192
20151109133625,1.1.1.22,54635,1.1.4.12,5001,3,54.0-55.0,1009123328,8072986624
20151109133626,1.1.1.22,54635,1.1.4.12,5001,3,55.0-56.0,992083968,7936671744
20151109133627,1.1.1.22,54635,1.1.4.12,5001,3,56.0-57.0,1000472576,8003780608
20151109133628,1.1.1.22,54635,1.1.4.12,5001,3,57.0-58.0,992739328,7941914624
20151109133629,1.1.1.22,54635,1.1.4.12,5001,3,58.0-59.0,1004797952,8038383616
20151109133630,1.1.1.22,54635,1.1.4.12,5001,3,59.0-60.0,1009254400,8074035200
20151109133631,1.1.1.22,54635,1.1.4.12,5001,3,60.0-61.0,999948288,7999586304
20151109133632,1.1.1.22,54635,1.1.4.12,5001,3,61.0-62.0,992346112,7938768896
20151109133633,1.1.1.22,54635,1.1.4.12,5001,3,62.0-63.0,996278272,7970226176
20151109133634,1.1.1.22,54635,1.1.4.12,5001,3,63.0-64.0,1006108672,8048869376
20151109133635,1.1.1.22,54635,1.1.4.12,5001,3,64.0-65.0,1020526592,8164212736
20151109133636,1.1.1.22,54635,1.1.4.12,5001,3,65.0-66.0,1001783296,8014266368
20151109133637,1.1.1.22,54635,1.1.4.12,5001,3,66.0-67.0,1004535808,8036286464
20151109133638,1.1.1.22,54635,1.1.4.12,5001,3,67.0-68.0,1009254400,8074035200
20151109133639,1.1.1.22,54635,1.1.4.12,5001,3,68.0-69.0,1001914368,8015314944
20151109133640,1.1.1.22,54635,1.1.4.12,5001,3,69.0-70.0,999424000,7995392000
20151109133641,1.1.1.22,54635,1.1.4.12,5001,3,70.0-71.0,1014497280,8115978240
20151109133642,1.1.1.22,54635,1.1.4.12,5001,3,71.0-72.0,1008205824,8065646592
20151109133643,1.1.1.22,54635,1.1.4.12,5001,3,72.0-73.0,1011220480,8089763840
20151109133644,1.1.1.22,54635,1.1.4.12,5001,3,73.0-74.0,1010565120,8084520960
20151109133645,1.1.1.22,54635,1.1.4.12,5001,3,74.0-75.0,1014366208,8114929664
20151109133646,1.1.1.22,54635,1.1.4.12,5001,3,75.0-76.0,1010565120,8084520960
20151109133647,1.1.1.22,54635,1.1.4.12,5001,3,76.0-77.0,1006632960,8053063680
20151109133648,1.1.1.22,54635,1.1.4.12,5001,3,77.0-78.0,1009254400,8074035200
20151109133649,1.1.1.22,54635,1.1.4.12,5001,3,78.0-79.0,1011613696,8092909568
20151109133650,1.1.1.22,54635,1.1.4.12,5001,3,79.0-80.0,1015283712,8122269696
20151109133651,1.1.1.22,54635,1.1.4.12,5001,3,80.0-81.0,1014890496,8119123968
20151109133652,1.1.1.22,54635,1.1.4.12,5001,3,81.0-82.0,1014366208,8114929664
20151109133653,1.1.1.22,54635,1.1.4.12,5001,3,82.0-83.0,1015283712,8122269696
20151109133654,1.1.1.22,54635,1.1.4.12,5001,3,83.0-84.0,1011482624,8091860992
20151109133655,1.1.1.22,54635,1.1.4.12,5001,3,84.0-85.0,1003094016,8024752128
20151109133656,1.1.1.22,54635,1.1.4.12,5001,3,85.0-86.0,1009647616,8077180928
20151109133657,1.1.1.22,54635,1.1.4.12,5001,3,86.0-87.0,997851136,7982809088
20151109133658,1.1.1.22,54635,1.1.4.12,5001,3,87.0-88.0,1011744768,8093958144
20151109133659,1.1.1.22,54635,1.1.4.12,5001,3,88.0-89.0,997064704,7976517632
20151109133700,1.1.1.22,54635,1.1.4.12,5001,3,89.0-90.0,983171072,7865368576
20151109133701,1.1.1.22,54635,1.1.4.12,5001,3,90.0-91.0,980156416,7841251328
20151109133702,1.1.1.22,54635,1.1.4.12,5001,3,91.0-92.0,980025344,7840202752
20151109133703,1.1.1.22,54635,1.1.4.12,5001,3,92.0-93.0,999030784,7992246272
20151109133704,1.1.1.22,54635,1.1.4.12,5001,3,93.0-94.0,994181120,7953448960
20151109133705,1.1.1.22,54635,1.1.4.12,5001,3,94.0-95.0,983171072,7865368576
20151109133706,1.1.1.22,54635,1.1.4.12,5001,3,95.0-96.0,1005715456,8045723648
20151109133707,1.1.1.22,54635,1.1.4.12,5001,3,96.0-97.0,1005846528,8046772224
20151109133708,1.1.1.22,54635,1.1.4.12,5001,3,97.0-98.0,1012793344,8102346752
20151109133709,1.1.1.22,54635,1.1.4.12,5001,3,98.0-99.0,1006895104,8055160832
20151109133710,1.1.1.22,54635,1.1.4.12,5001,3,99.0-100.0,1013579776,8108638208
20151109133711,1.1.1.22,54635,1.1.4.12,5001,3,100.0-101.0,1008074752,8064598016
20151109133712,1.1.1.22,54635,1.1.4.12,5001,3,101.0-102.0,1006370816,8050966528
20151109133713,1.1.1.22,54635,1.1.4.12,5001,3,102.0-103.0,1008730112,8069840896
20151109133714,1.1.1.22,54635,1.1.4.12,5001,3,103.0-104.0,1012924416,8103395328
20151109133715,1.1.1.22,54635,1.1.4.12,5001,3,104.0-105.0,1009909760,8079278080
20151109133716,1.1.1.22,54635,1.1.4.12,5001,3,105.0-106.0,1004929024,8039432192
20151109133717,1.1.1.22,54635,1.1.4.12,5001,3,106.0-107.0,1005584384,8044675072
20151109133718,1.1.1.22,54635,1.1.4.12,5001,3,107.0-108.0,1009647616,8077180928
20151109133719,1.1.1.22,54635,1.1.4.12,5001,3,108.0-109.0,1010302976,8082423808
20151109133720,1.1.1.22,54635,1.1.4.12,5001,3,109.0-110.0,999948288,7999586304
20151109133721,1.1.1.22,54635,1.1.4.12,5001,3,110.0-111.0,1006239744,8049917952
20151109133722,1.1.1.22,54635,1.1.4.12,5001,3,111.0-112.0,1013448704,8107589632
20151109133723,1.1.1.22,54635,1.1.4.12,5001,3,112.0-113.0,995491840,7963934720
20151109133724,1.1.1.22,54635,1.1.4.12,5001,3,113.0-114.0,1002962944,8023703552
20151109133725,1.1.1.22,54635,1.1.4.12,5001,3,114.0-115.0,1007812608,8062500864
20151109133726,1.1.1.22,54635,1.1.4.12,5001,3,115.0-116.0,1008992256,8071938048
20151109133727,1.1.1.22,54635,1.1.4.12,5001,3,116.0-117.0,1020919808,8167358464
20151109133728,1.1.1.22,54635,1.1.4.12,5001,3,117.0-118.0,1001652224,8013217792
20151109133729,1.1.1.22,54635,1.1.4.12,5001,3,118.0-119.0,1009516544,8076132352
20151109133730,1.1.1.22,54635,1.1.4.12,5001,3,119.0-120.0,1013317632,8106541056
20151109133730,1.1.1.22,54635,1.1.4.12,5001,3,0.0-120.0,120011489280,8000760551
